Material_Thermal_Conductivity,Surface_Area,Contact_Pressure,Heat_Source_Power,Cooling_Method,Time,Operating_Temperature,Assembly_Type,Thickness,Ambient_Temperature,Heat_Loss
337.888,410.1604,1.6951,412.7669,Fan,24.0641,45.823,TypeA,4.8109,17.1191,19898058.2768
382.43,155.1704,0.579,145.3146,Passive,58.6109,123.0426,TypeC,5.6343,17.2448,65309429.9252
304.0018,293.0054,1.8199,147.4887,Fan,57.3253,145.0693,TypeA,2.5361,20.8245,250155446.4485
264.6953,446.0356,3.9791,722.8101,Air,48.2081,66.4167,TypeC,6.9662,27.2837,31972969.4051
196.3851,342.8948,2.8308,512.1361,Fan,15.2579,75.5877,TypeC,8.6728,31.0864,5272026.2517
376.455,289.831,2.0664,303.8695,Fan,5.0142,60.2194,TypeB,3.3215,32.985,4485833.1143
353.1224,195.9502,2.1728,652.5733,Water,19.6973,103.463,TypeB,5.4236,27.4751,19095650.9922
65.8265,199.8509,0.5061,327.5723,Air,16.7409,57.0326,TypeA,9.7797,15.1126,944020.4799
59.2284,351.2691,1.8491,619.8686,Air,30.8496,79.1813,TypeC,3.9992,18.7263,9702386.875
181.7622,497.3627,3.4091,423.2879,Water,46.8859,116.6714,TypeC,6.3554,16.9945,66476886.8035
333.6937,347.8276,4.8839,841.197,Fan,51.6411,101.6128,TypeA,1.8118,22.2665,262496765.7351
395.5466,301.0025,4.3118,838.6265,Passive,50.847,82.5109,TypeA,6.4541,25.027,53919223.3484
102.6459,378.7927,0.6062,529.6154,Air,22.2209,86.2275,TypeA,1.8067,15.8679,33646676.293
257.9458,259.3425,4.5435,415.7372,Air,41.5468,101.8322,TypeB,9.6331,21.9696,23041837.5026
183.3118,77.0641,4.0244,426.3038,Fan,19.4572,40.6451,TypeA,7.441,18.5836,814941.8273
389.47,303.0336,4.0117,825.1431,Fan,4.5934,48.6361,TypeA,8.0934,27.9414,1386204.1409
344.7416,480.9314,2.561,395.3615,Air,42.3924,136.9384,TypeC,7.3369,24.2854,107918274.3625
343.415,128.8863,2.291,288.1534,Fan,1.5798,48.5667,TypeA,6.3076,24.9064,262291.5074
214.0426,360.5022,1.8631,176.2195,Passive,25.1418,117.7484,TypeC,5.0492,23.5538,36191612.8172
195.1868,140.4202,0.7956,520.0238,Air,20.4334,141.2042,TypeC,8.7254,34.1204,6873201.8261
145.6925,291.1225,1.5271,533.9189,Passive,41.9093,69.7752,TypeB,9.6115,19.2947,9335892.7142
69.7314,93.5044,1.6097,856.8178,Passive,46.2085,80.7541,TypeA,5.4913,25.3333,3040744.4529
352.6528,252.6669,2.6783,299.1148,Fan,18.9416,102.5814,TypeA,9.3838,29.7203,13104767.7994
334.5154,390.2735,3.8635,442.8921,Passive,48.886,136.988,TypeC,6.25,26.1369,113195633.0022
399.9012,206.4072,2.6321,827.5652,Fan,18.3411,143.6096,TypeB,5.8455,33.5804,28496348.8693
398.8229,349.2103,0.7603,841.2612,Water,27.3333,121.352,TypeB,5.0903,22.5594,73882271.0512
244.4011,407.9525,4.8101,446.15,Fan,43.8941,49.5282,TypeA,2.8836,24.2735,38328877.5211
319.1456,467.23,4.7423,513.2116,Passive,41.8823,113.607,TypeC,1.0335,16.7704,585166097.3161
380.668,155.5889,4.0334,372.9573,Water,59.2547,85.1334,TypeA,3.1736,27.18,64087675.1137
347.3766,229.6922,4.961,939.2994,Fan,14.2845,91.7771,TypeA,5.5875,20.7642,14485435.7252
136.5718,118.5872,2.9502,206.7794,Passive,40.0768,45.4063,TypeA,4.4196,18.2062,3994656.3257
207.6904,496.6176,4.8325,940.3745,Air,36.9712,61.0168,TypeA,5.0364,25.8906,26595798.3244
95.2058,467.1504,0.8402,715.4798,Air,54.9908,126.9565,TypeC,9.8258,25.6462,25217141.2408
383.9179,292.9807,2.1456,578.4149,Fan,10.2254,89.9355,TypeB,4.1525,16.5174,20335327.8954
262.1611,428.915,1.5142,129.3932,Fan,45.3561,73.1828,TypeA,5.0696,28.9643,44484170.9916
130.025,284.4311,1.3812,528.0366,Air,34.5278,82.2421,TypeA,2.2016,27.4754,31765157.0742
285.0952,330.6136,1.1336,466.9733,Passive,17.2053,133.9839,TypeA,1.4316,18.7803,130502018.9122
266.3449,90.106,3.3009,245.0969,Passive,28.9917,122.3899,TypeA,7.9787,24.3887,8546160.3247
175.357,389.8717,4.0159,690.7686,Passive,20.6928,69.9547,TypeB,6.1361,29.4065,9348527.9373
89.7452,107.4711,3.1023,974.0358,Fan,35.1795,52.9252,TypeB,7.8463,25.5887,1182144.556
285.0506,421.7304,1.1613,605.9699,Water,53.451,67.7198,TypeB,2.3488,22.9098,122586207.0438
232.1077,401.9126,4.1501,743.2779,Water,34.589,141.2832,TypeB,6.1465,21.4468,62910051.9741
320.3114,368.9351,3.3618,161.6054,Water,38.2716,103.9748,TypeA,3.2828,27.2079,105761735.4325
232.0572,66.2722,2.2467,475.9003,Water,31.6061,98.6828,TypeC,3.0526,33.7822,10334183.227
348.2635,186.4078,3.5336,204.7226,Water,4.0188,105.6033,TypeB,1.1037,28.4349,18241346.2901
243.1674,168.4007,1.6696,651.5163,Fan,14.7387,80.2631,TypeB,2.1731,16.4949,17710583.4708
246.3283,212.0614,2.0534,944.6339,Fan,30.0281,128.7818,TypeA,3.7834,24.2137,43353158.6274
356.8288,89.4392,4.6287,695.6,Water,19.3039,97.5615,TypeA,2.0519,32.8165,19439402.3292
191.219,471.631,1.8073,169.1227,Fan,11.7241,52.8423,TypeA,9.8727,16.8892,3850466.0836
96.9053,299.211,2.6149,419.1996,Fan,30.7438,54.1972,TypeA,3.7777,34.7775,4582449.4472
60.0739,187.4859,4.5056,595.597,Water,20.0458,99.0545,TypeC,2.1729,33.9814,6761446.0751
314.298,228.6417,3.6847,462.887,Passive,16.2284,143.0227,TypeC,2.7917,16.5655,52825981.7044
267.1083,251.2411,0.7799,850.2796,Fan,28.3751,73.9187,TypeB,6.2893,33.6683,12186622.5398
296.4279,320.2675,1.1629,833.2039,Passive,8.8638,135.6495,TypeC,1.5764,22.2627,60526835.4174
124.5375,282.0557,0.5353,650.6479,Fan,55.737,124.0505,TypeB,8.7619,31.8942,20592323.4447
97.73,463.7264,3.3391,436.1122,Fan,52.1944,67.2594,TypeB,9.6535,23.3677,10755020.2033
55.0906,273.6336,2.5145,329.8027,Water,42.7496,43.9975,TypeC,3.2207,23.8171,4037927.1462
172.7056,496.4711,1.1042,195.2869,Fan,7.2666,51.2032,TypeB,5.0509,27.6849,2901140.7747
256.4712,433.1412,4.8107,419.4079,Air,46.7768,120.1343,TypeA,1.1992,30.4895,388447285.0616
187.2854,143.8297,2.8835,471.8553,Air,48.6695,61.9637,TypeB,6.7664,15.6758,8968487.1937
203.1162,468.7678,1.5885,708.2406,Water,46.2981,80.8398,TypeA,4.7253,26.8631,50354982.1949
366.4555,102.3649,2.7527,692.3438,Passive,7.724,95.1869,TypeC,3.4305,18.7347,6457243.1383
171.8894,417.8524,3.5583,163.0973,Passive,38.9906,119.8015,TypeC,2.8615,21.919,95795082.9235
229.8963,221.2805,0.8431,455.7334,Passive,50.2252,52.4554,TypeB,6.8862,21.9594,11315143.0162
324.2786,445.0884,1.7362,263.601,Air,35.0639,84.7003,TypeA,4.746,24.3812,64320868.9997
188.79,440.6255,4.1313,241.1314,Passive,39.138,93.358,TypeB,2.6169,21.6827,89172231.476
267.7303,412.6664,2.5685,844.5719,Passive,28.0434,99.491,TypeC,7.202,17.1472,35424610.8826
351.8273,405.5137,2.9596,137.7237,Water,32.1937,130.0197,TypeB,6.0857,17.9126,84611333.1722
382.3322,187.1056,2.4477,477.2646,Passive,3.0282,58.8846,TypeB,8.728,15.6688,1072605.5413
101.4757,86.4137,0.6975,251.3833,Air,38.6988,128.8615,TypeA,2.0573,24.405,17229790.5811
374.3057,231.3411,1.2459,891.3972,Air,5.8054,116.2166,TypeC,8.071,34.089,5115324.2733
222.2407,128.086,2.5049,601.3365,Air,26.6659,101.1458,TypeB,7.0617,17.3135,9011220.6413
140.3855,362.728,1.4413,308.2426,Water,18.2667,116.9481,TypeA,2.0351,33.9253,37946790.7585
210.6975,205.7449,0.7249,552.1846,Water,33.1802,85.322,TypeB,7.2534,29.6672,11036426.0915
393.0114,489.0246,4.2964,758.3377,Fan,8.8716,55.2237,TypeA,4.9739,27.75,9417983.1457
222.4163,338.4374,4.9154,962.3062,Passive,41.807,113.2342,TypeA,9.5049,27.9056,28251468.9608
165.0631,420.1163,4.0691,298.4014,Water,47.9057,97.714,TypeB,2.2745,31.5346,96659290.6975
271.6903,109.6361,4.342,897.5636,Air,10.6379,110.3312,TypeC,6.7855,17.1384,4351952.2412
134.051,437.9065,1.5889,940.8737,Air,7.1545,77.1799,TypeC,4.4378,25.0951,4929172.4535
76.5522,465.2407,4.8228,924.7785,Water,9.5854,139.7553,TypeA,9.6113,28.9418,3936009.6666
95.1079,269.1779,1.3862,671.8729,Water,52.7505,104.6107,TypeC,3.9698,26.7364,26491594.701
94.816,322.8138,4.7814,666.8386,Water,32.1632,49.3943,TypeA,9.6597,31.6556,1807803.0858
103.1659,394.1644,4.9767,462.8896,Fan,28.5684,89.4784,TypeC,9.1134,16.4454,9309753.7702
98.5895,128.6774,3.7028,777.1581,Air,7.296,123.1992,TypeB,3.4334,28.814,2544469.5862
274.3062,276.1547,4.9151,578.1646,Fan,39.3238,127.3548,TypeC,8.2319,25.6806,36792069.7123
113.658,229.3984,3.0629,709.6943,Fan,52.212,94.4057,TypeA,9.9604,22.5832,9816224.0379
170.9835,115.8683,1.6679,485.6121,Passive,49.863,138.4222,TypeA,3.274,21.8055,35186762.9074
363.8759,215.3905,2.4665,758.3468,Air,37.9372,69.4435,TypeC,4.931,27.4167,25341740.0604
215.8866,80.6775,3.171,842.0244,Air,5.4414,85.1659,TypeB,5.6816,32.8199,873175.6514
283.6452,61.6154,0.8289,231.7926,Water,7.6314,138.8457,TypeA,3.6544,24.9235,4157777.1629
110.312,110.8248,3.3005,849.6367,Water,3.9092,138.5882,TypeA,1.1374,31.4945,4499852.7695
117.3012,483.4018,4.9153,586.2669,Passive,16.1913,115.4284,TypeA,2.9812,23.0431,28451436.5092
64.304,297.2883,1.3555,860.1993,Fan,9.004,134.4879,TypeA,3.5374,17.0479,5714564.8275
109.1273,484.62,4.0667,488.1715,Water,16.3428,49.7651,TypeA,4.9924,16.2301,5805640.5772
147.5066,244.624,4.5855,441.1364,Water,23.7184,135.1494,TypeB,2.5399,16.0267,40139671.6328
111.9537,190.3173,4.7467,923.5547,Air,56.636,75.2682,TypeC,8.8593,22.603,7173541.6084
81.0459,277.7638,4.8206,326.0523,Air,37.0122,59.6165,TypeB,7.3442,21.7448,4296570.0793
92.2226,247.7803,2.8466,859.7911,Water,50.2635,66.3307,TypeB,1.7668,29.3587,24034905.3791
211.2726,97.5491,4.8979,535.6185,Air,42.9107,85.9765,TypeA,6.8508,29.8564,7244512.9021
122.2168,338.3718,3.9079,562.6859,Passive,7.6377,67.6311,TypeB,6.8829,16.0171,2368556.3613
177.4945,147.2172,1.2275,377.6215,Water,44.4193,75.2624,TypeA,9.606,19.4225,6747101.0321
226.196,328.8146,2.6461,615.738,Air,17.2308,54.8476,TypeB,1.0272,20.4852,42871623.8205
291.6382,342.5905,3.7325,392.6901,Passive,38.7074,72.5794,TypeA,3.2314,25.9522,55803615.9657
63.7592,118.4112,1.613,135.3425,Air,21.1168,102.9512,TypeA,9.3501,17.8903,1450365.5183
329.7936,77.6073,3.3828,344.7987,Air,59.8627,88.6039,TypeB,9.3892,17.6788,11573706.5191
269.7651,401.3427,3.4997,105.7411,Air,16.5495,78.1391,TypeB,7.4853,33.8758,10595478.8027
78.6157,256.9102,1.2321,980.5193,Water,17.4687,122.1097,TypeC,7.8919,31.0841,4069426.3813
355.7525,76.1737,3.0429,969.1725,Fan,55.9097,138.2861,TypeC,1.8233,18.6131,99443916.4569
372.3053,497.6898,3.9723,455.6398,Air,2.454,123.2468,TypeC,5.6249,23.1314,8093168.7917
71.3773,76.0013,2.745,755.5338,Passive,42.1047,76.5201,TypeB,3.0842,22.1124,4029299.4858
146.9072,362.7659,0.5545,411.2255,Water,43.7943,121.8886,TypeB,2.631,30.8201,80785694.3767
332.1704,492.6555,0.5407,703.9838,Water,50.3463,56.7178,TypeA,8.2927,25.2043,31309238.8745
311.8909,157.631,2.1066,824.887,Passive,58.4919,54.335,TypeC,2.2153,17.557,47741452.0728
114.5824,114.0122,4.6679,952.0806,Air,58.5605,78.019,TypeA,5.2179,29.7798,7072588.0332
123.2723,104.6232,1.529,460.191,Fan,4.8513,128.8473,TypeA,9.4472,22.9378,701428.549
179.6652,186.4738,3.3546,804.9682,Air,49.4885,67.0983,TypeA,2.6725,20.2585,29059182.6635
219.583,95.4706,1.4993,339.3356,Passive,39.1323,46.9579,TypeA,9.8019,22.51,2046138.5302
266.3892,361.4726,1.9475,991.2991,Water,39.1932,54.488,TypeC,9.9486,24.9551,11203322.6953
179.1198,78.0313,4.3162,123.1926,Fan,8.5726,134.4619,TypeA,6.0006,21.8623,2248366.8216
211.8872,279.24,3.7799,643.1759,Water,39.361,109.7162,TypeB,2.5313,19.8381,82691094.1944
311.6148,498.5136,0.9293,693.5554,Passive,58.9665,67.8521,TypeB,3.8449,22.97,106927289.4216
62.8391,416.2866,2.4292,719.241,Air,54.7973,101.0825,TypeB,4.8204,15.3835,25484388.9336
138.3529,326.8487,0.6313,208.3488,Fan,26.9087,98.0338,TypeC,3.7839,30.45,21733551.5758
299.6724,187.8141,2.664,944.6768,Water,3.3569,112.098,TypeA,3.5257,18.4189,5020080.6879
363.3224,330.7531,3.481,263.065,Water,22.3753,65.6506,TypeC,9.7501,15.8781,13726042.8347
229.0871,287.1687,1.0333,660.4781,Water,49.757,135.0843,TypeA,2.3803,28.074,147158654.803
236.2397,241.7375,1.8,300.4085,Air,42.3884,74.0305,TypeC,7.6,30.4787,13871915.9787
87.5102,108.8197,2.2903,376.4948,Fan,28.1013,116.3545,TypeC,1.0037,31.2766,22683258.886
206.5943,448.9719,4.6379,591.8127,Air,4.251,41.7737,TypeA,6.3656,24.8702,1047046.3167
236.416,252.4031,4.9696,475.4741,Air,26.1868,80.9923,TypeC,9.2435,19.1074,10461699.203
134.8647,137.5801,0.7021,244.203,Air,28.6725,78.6881,TypeA,3.5914,29.7446,7250212.1961
144.2351,215.4917,3.9245,253.8428,Passive,55.7848,99.7833,TypeB,2.6697,28.9943,45974890.4932
182.0495,236.3584,2.1728,476.3303,Passive,38.8241,48.001,TypeB,6.8651,19.9254,6831941.0031
57.0249,422.3921,2.2661,781.5547,Passive,19.3875,126.9145,TypeB,7.4134,33.0682,5911556.5881
162.7277,380.1265,3.8942,908.1682,Fan,31.9938,63.9559,TypeC,7.1923,17.0874,12896406.6532
124.0068,396.1872,4.6329,175.7149,Air,4.8973,114.4742,TypeB,3.8739,34.6538,4957561.8821
164.6241,54.9641,4.7792,453.7935,Air,58.3815,128.3533,TypeA,3.2698,32.205,15533460.0319
91.9167,237.2693,3.0971,190.221,Passive,22.2435,101.8065,TypeB,9.6033,28.758,3690030.0547
361.6845,266.6049,2.107,114.9332,Air,29.1942,121.4972,TypeB,9.3097,33.775,26525796.4156
257.7574,58.6365,4.044,695.5468,Air,21.9618,112.8046,TypeC,5.1158,29.4462,5408575.8739
287.6858,166.9159,1.6295,642.2045,Water,41.2682,79.1083,TypeA,8.6157,18.8091,13869239.3453
326.2099,392.1304,3.0383,246.7172,Air,40.0717,128.9744,TypeC,5.0709,23.8431,106270422.0422
224.4548,111.6994,2.1136,310.4315,Water,43.204,72.4172,TypeC,4.8195,16.4301,12583158.9612
80.4221,290.8896,3.4548,121.337,Air,16.8205,102.8334,TypeA,2.4109,22.7931,13063874.9889
237.9873,146.8408,1.5818,851.4525,Fan,19.6244,121.9938,TypeC,4.8377,29.8321,13064971.1581
255.3944,55.4543,1.3622,977.2215,Passive,8.3898,81.6852,TypeA,5.8368,22.7289,1200199.9759
310.9038,158.5407,4.6321,221.9136,Water,39.6751,73.3044,TypeB,1.2025,21.6059,84077093.3348
201.0808,489.1432,0.9581,308.3277,Passive,3.348,90.5281,TypeA,4.997,26.9071,4192597.932
94.6531,410.6917,2.7768,881.5686,Water,36.2633,129.976,TypeA,8.0322,32.4441,17117102.9171
149.3216,481.8095,1.4938,933.8174,Water,52.3121,142.2914,TypeA,7.1204,15.9517,66778336.7733
177.0788,269.5343,0.6752,477.6646,Water,53.5591,99.9592,TypeC,6.7164,22.7094,29401852.2902
276.071,99.3813,0.6621,145.5602,Fan,27.4932,112.7613,TypeA,9.186,18.1648,7767824.0584
249.7724,296.5818,1.2885,135.4527,Air,28.0989,139.3601,TypeA,1.1623,28.9071,197805125.4339
174.6339,254.4698,4.4005,616.5549,Water,5.5412,50.8402,TypeA,6.0134,17.1145,1381050.3309
395.2803,429.9607,1.7712,453.6056,Fan,40.5751,65.5286,TypeB,8.0861,28.2962,31752319.3928
262.0212,94.1372,4.7771,125.7872,Water,49.4543,117.979,TypeA,5.872,20.7236,20203631.765
133.0294,269.7085,3.1173,624.9272,Air,15.4346,130.6119,TypeC,3.9151,18.9783,15790275.8037
85.6239,117.5219,2.4648,110.1723,Water,25.8568,134.2732,TypeA,2.2263,33.7271,11750872.9048
103.5007,196.1042,3.1104,808.6348,Fan,50.4915,85.6618,TypeA,8.9881,15.3705,8014605.2185
136.0852,381.8107,2.8251,375.7895,Air,52.7501,49.8274,TypeB,5.2369,23.7555,13645224.2978
106.2385,264.2082,3.9145,136.2322,Fan,15.3476,88.156,TypeA,8.903,15.4325,3518901.3603
115.2985,219.1497,1.7712,629.517,Air,33.4837,65.3808,TypeC,6.2727,24.6719,5490764.6629
149.7833,227.5143,2.0887,457.916,Air,12.3571,72.0316,TypeA,7.0677,25.0209,2800962.3142
110.6808,256.751,4.5234,976.4204,Passive,7.0108,124.9494,TypeC,8.2384,21.4332,2503326.2755
363.8679,403.2574,4.7591,589.7788,Passive,54.7561,48.308,TypeB,6.9324,17.6432,35539811.5714
78.0818,451.4381,4.5165,347.7153,Passive,49.4099,131.0339,TypeA,4.5825,22.5278,41239527.5467
233.579,479.9006,2.3875,738.495,Air,45.8421,87.0436,TypeB,5.6227,28.4453,53553726.5207
193.6389,404.1065,4.0116,344.3428,Water,3.8772,105.567,TypeA,8.2274,30.6479,2762718.1843
393.8325,191.9331,2.6435,913.819,Fan,50.78,49.8617,TypeC,4.3629,25.615,21331996.6544
89.2136,359.6606,2.7389,437.2498,Fan,26.8446,77.1095,TypeB,4.4931,26.7967,9645245.1174
189.2495,246.9214,1.4211,594.8817,Fan,21.2013,49.8671,TypeA,1.8612,19.0123,16424254.0709
389.3147,164.6018,3.1601,145.5158,Passive,33.2421,145.7698,TypeC,9.2313,20.7466,28850382.7887
352.9275,428.3922,1.3376,483.5091,Air,6.3898,128.7988,TypeB,1.8193,18.2379,58709930.3773
335.9752,67.2919,1.992,849.1272,Passive,45.6421,90.5596,TypeA,6.8339,19.9859,10656384.8797
140.266,455.7929,4.3476,825.0839,Water,35.3637,64.5963,TypeB,4.7188,19.4977,21607730.5356
109.8107,257.6649,1.4318,301.8867,Air,12.0088,142.6801,TypeA,4.6506,25.389,8569502.414
284.0251,336.7407,0.8202,303.4712,Fan,12.1057,77.9056,TypeC,7.116,26.2538,8404110.6204
375.2816,346.7093,0.8105,835.5748,Passive,11.8707,57.7083,TypeC,1.6038,33.8989,22929645.1773
244.867,452.803,4.7335,937.3586,Passive,4.3631,101.9481,TypeB,6.3434,18.9114,6332609.4758
250.0644,336.5014,2.7811,185.8248,Water,35.6801,143.8152,TypeB,7.9483,27.8335,43810683.2471
147.9927,326.2701,2.3424,505.0528,Water,50.5805,40.4213,TypeA,8.4539,31.3452,2622061.379
319.3225,79.9934,4.149,403.7089,Passive,2.0324,66.1937,TypeC,2.5348,26.2048,819008.9027
115.4653,283.2836,4.2612,883.6196,Water,3.8913,143.2292,TypeA,9.0768,20.1001,1726615.2563
163.2877,117.5761,1.9949,175.1724,Fan,34.7934,58.8195,TypeC,6.9053,20.251,3730951.3817
198.9028,381.8452,3.6213,290.0133,Water,49.3502,52.4568,TypeB,8.9367,15.7851,15380519.8141
227.6636,280.4999,3.9701,777.2215,Water,20.2776,102.7206,TypeA,5.3675,21.1089,19688980.6843
134.8434,356.1025,3.4459,146.1645,Passive,21.6272,134.8028,TypeA,5.8783,29.8921,18534166.1421
90.1929,68.7528,1.1822,543.2818,Passive,36.1844,92.4821,TypeC,9.2713,15.9504,1852187.0476
263.717,88.1564,4.4415,497.8963,Air,17.1786,149.4021,TypeC,9.0992,19.3859,5706554.8846
151.0207,372.3455,2.9259,400.9611,Air,2.5699,114.7089,TypeC,5.0334,29.1246,2457148.8774
253.4334,82.438,1.7711,455.1151,Passive,44.3785,48.1482,TypeB,3.4697,30.653,4675099.9629
104.027,82.0655,2.4135,576.9465,Water,37.9133,149.2115,TypeA,4.5385,24.1064,8921974.0559
218.399,55.4488,0.6691,245.2306,Water,35.2646,84.8684,TypeC,4.4899,28.9615,5317536.7805
236.4063,480.4256,1.0754,614.7963,Air,44.7594,71.6143,TypeB,3.5818,22.759,69339354.6965
68.1382,381.8788,3.945,824.8891,Air,40.8386,101.3667,TypeC,3.4172,18.1983,25862767.7742
167.8115,208.9631,0.5001,784.1448,Air,13.147,73.4738,TypeA,8.7496,22.963,2661423.7781
97.0451,183.441,2.3745,238.5099,Fan,21.7964,49.5103,TypeC,1.6288,26.5994,5457945.3088
72.1812,207.3665,2.8513,234.3245,Fan,8.4405,40.1571,TypeA,7.0985,33.9611,110274.651
396.4861,398.5941,0.7459,341.3569,Air,8.6616,89.4542,TypeB,2.5554,16.375,39146401.8715
162.8238,347.6168,4.8789,424.9673,Water,40.8955,132.055,TypeB,4.1006,25.1479,60346669.6034
333.4561,133.338,1.5176,467.61,Air,51.6574,102.9547,TypeC,1.5539,21.5784,120281827.9801
139.1242,128.3492,1.8689,711.7275,Fan,57.8012,149.9128,TypeA,3.4298,25.1662,37539857.7459
288.526,94.278,1.8677,151.0124,Water,38.0725,71.5531,TypeA,7.9158,15.4795,7336186.0643
316.0798,347.1362,1.5369,131.2054,Fan,11.862,70.8501,TypeA,8.9651,21.2605,7199296.0599
258.4736,393.9677,0.5066,452.7195,Water,7.2334,57.5724,TypeC,2.9937,31.3974,6440175.5171
215.0517,169.2709,3.7821,727.4473,Fan,48.9582,58.047,TypeA,5.1719,26.0788,11015867.1563
194.1443,59.4252,4.8508,274.0918,Water,35.1466,71.3705,TypeA,5.2329,24.0116,3669761.0442
172.1039,86.9773,1.5093,677.354,Water,37.4788,127.2124,TypeA,8.8622,20.7105,6742145.4862
375.3352,485.537,3.4837,333.8453,Water,47.1063,139.6332,TypeA,7.8652,20.9609,129526970.7812
340.7168,182.9501,3.8385,897.4775,Water,42.4934,147.2596,TypeC,5.6177,22.662,58748774.9333
387.7594,396.1504,4.3179,906.1209,Passive,50.233,65.5519,TypeC,7.0367,31.7114,37109002.8414
93.504,331.0986,2.4018,367.5585,Fan,4.3166,136.9427,TypeA,8.6262,34.3443,1589462.9377
305.8036,221.8728,1.8632,306.9944,Fan,45.1037,76.1081,TypeA,1.0859,23.7731,147489540.6872
378.4192,142.5593,1.9638,470.1736,Passive,51.2003,52.4125,TypeB,4.626,22.8671,17641092.1575
113.4316,104.6239,3.7068,316.4784,Water,17.882,135.7027,TypeB,9.1652,31.931,2402802.2974
73.2737,326.7558,4.1755,705.1455,Water,38.7864,109.9716,TypeA,7.6628,23.5381,10474794.4182
309.3922,398.5852,1.3173,843.4582,Fan,19.5356,58.1204,TypeA,5.8856,26.0404,13131093.697
251.0656,339.7569,2.1692,705.7829,Passive,57.5203,87.2814,TypeB,5.7668,19.6188,57569231.4374
344.6401,288.636,4.5587,841.9154,Water,2.972,71.5983,TypeB,4.1299,29.8701,2987137.5787
98.9203,68.8781,4.1301,457.2929,Water,35.2078,121.0474,TypeA,5.6847,25.6398,4026066.0238
328.3436,485.8199,4.9319,240.6853,Water,10.8237,89.8758,TypeC,6.8984,31.1807,14690381.5584
120.5696,409.4214,3.8941,764.1559,Air,43.021,148.8208,TypeC,4.7653,30.6147,52679118.8629
107.2796,181.7699,2.2694,424.4271,Passive,11.3775,46.0219,TypeA,7.4274,19.3001,798205.7535
107.493,490.9866,3.1579,704.1437,Water,14.8876,79.0517,TypeA,8.7511,29.3127,4465899.2149
335.1012,320.8467,3.4746,343.5795,Air,30.1679,93.009,TypeB,2.3922,31.0011,84075251.8857
282.819,312.0902,0.8531,173.1067,Passive,54.9753,95.3447,TypeB,5.0639,21.9221,70355970.8789
233.0729,386.6329,2.9502,993.3236,Water,13.4911,74.7529,TypeC,4.6722,18.4522,14649753.5185
175.5907,415.2964,3.6919,240.5814,Fan,9.5102,120.2164,TypeA,7.1872,15.0526,10147425.3991
357.0202,345.4154,1.2529,989.5789,Air,45.7796,136.2222,TypeB,3.2488,24.0181,194980971.0651
187.3558,107.6431,4.0128,979.5519,Air,30.5366,143.2591,TypeC,6.7623,22.0487,11038739.1168
335.8098,202.2204,3.127,814.4363,Water,54.7953,128.5603,TypeC,8.8974,26.0982,42851080.5056
203.6972,467.6376,4.785,693.4807,Water,9.6503,133.5638,TypeC,4.7632,18.7608,22155916.3367
181.9306,151.077,0.6909,620.0263,Air,39.1097,100.56,TypeB,9.1991,32.1933,7988916.2093
211.9379,217.4752,1.694,879.4914,Fan,14.7399,130.8477,TypeB,9.9385,20.1551,7566772.0201
155.4823,244.4346,3.207,360.4956,Fan,10.2489,73.3854,TypeA,1.9548,19.5286,10731467.3345
311.6633,247.7322,1.8345,520.9131,Passive,41.3223,83.8327,TypeA,3.0975,24.6143,60995523.7404
225.9521,325.8228,3.7149,657.451,Water,36.0274,74.8604,TypeC,9.5534,24.977,13849333.065
131.2744,474.3841,3.9155,470.0714,Fan,45.5348,91.4126,TypeC,9.6249,19.3017,21245076.0271
364.8511,158.3117,0.9613,484.7378,Passive,19.2583,71.4138,TypeB,1.8794,20.4372,30171594.5881
184.3619,104.6756,2.8123,397.2562,Fan,27.4303,145.7773,TypeB,1.135,18.3941,59410537.9305
240.2435,138.8617,2.79,607.8086,Water,24.9228,74.4129,TypeA,2.4499,29.3692,15286802.5477
367.2652,449.1162,2.1618,865.5171,Passive,59.0613,50.7849,TypeA,9.9641,30.4018,19928456.3326
268.4833,340.6149,4.6982,281.3755,Passive,18.2427,97.9499,TypeA,2.62,24.2466,46930553.6364
90.9143,178.6581,4.2238,940.9897,Passive,18.3942,46.2809,TypeB,5.5229,29.2817,919596.0946
378.9412,417.1761,3.6374,720.1789,Fan,21.9183,52.1597,TypeC,8.6358,29.7187,9004046.7803
269.6978,437.6165,3.7145,840.9459,Water,34.3111,64.1328,TypeA,1.1836,17.7655,158639957.426
167.217,430.9315,2.5777,600.5716,Passive,15.887,91.0785,TypeA,6.4404,34.3236,10088371.9439
98.7452,463.5169,4.6445,801.565,Air,55.0021,87.6576,TypeB,3.4932,31.4206,40528406.8162
327.9088,163.5085,3.6257,114.5804,Water,16.6754,127.9661,TypeA,8.761,19.0897,11110912.7883
267.0255,389.7689,3.7804,836.5424,Air,53.8531,121.3422,TypeC,3.5512,18.7233,161965625.088
236.7114,257.2428,4.3776,136.125,Air,7.105,86.895,TypeB,7.1808,17.5132,4180220.7451
362.8624,428.8993,1.7333,900.922,Passive,39.7372,76.7075,TypeA,7.068,17.7676,51571221.9825
326.009,377.8208,4.1318,992.7665,Passive,54.5121,74.8116,TypeA,2.9934,29.9632,100598282.3215
103.0862,399.4014,1.3786,364.6607,Fan,10.9562,125.1395,TypeB,1.3132,24.3931,34607380.4565
